StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q29,Q31,Q31,Q4,Q20,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,ID,FL_8_DO
3/13/2021 17:59,3/13/2021 18:09,IP Address,100,606,TRUE,3/13/2021 18:09,R_UFUIeCVRT4NgBHz,6343,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/13/2021,North America,Likely,Unlikely,Agree,Disagree,Agree,Unsure,Agree,Agree,Agree,Agree,Unsure,Agree,Agree,Agree,Disagree,Agree,Agree,Unsure,Yes,Male,Asian,"$90,000 to $149,999",Conservative,Too High,Very knowledgeable,A Few Times a Month,Never or Rarely,6343,Treatment1
3/13/2021 18:32,3/13/2021 18:35,IP Address,100,190,TRUE,3/13/2021 18:35,R_1hKMc3qdvea36Tj,4888,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/13/2021,North America,Very Likely,Very Likely,Unsure,Agree,Agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Unsure,Strongly agree,Disagree,Unsure,Disagree,Agree,Agree,Strongly agree,No,Female,White,"$150,000 or above",Lean LIberal,Slightly Too High,Slightly knowledgeable,A Few Times a Month,Once a Month,4888,Treatment1
3/13/2021 18:52,3/13/2021 18:54,IP Address,100,142,TRUE,3/13/2021 18:54,R_5o2W32w1v4c8lod,4487,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/13/2021,North America,Unlikely,Neither Unlikely Nor Likely,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Yes,Male,White,"$90,000 to $149,999",Conservative,Far Too High,Moderately knowledgeable,A Few Times a Month,Never or Rarely,4487,Treatment2
3/13/2021 19:04,3/13/2021 19:06,IP Address,100,148,TRUE,3/13/2021 19:06,R_1MKXqdraLcOOzNy,4966,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/13/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Unsure,Unsure,Disagree,Unsure,Unsure,Disagree,Agree,Disagree,Unsure,Unsure,Unsure,Strongly agree,Agree,Unsure,Unsure,Yes,Male,White,"$150,000 or above",Lean Conservative,Too High,Slightly knowledgeable,A Few Times a Month,A Few Times a Month,4966,Treatment2
3/13/2021 22:50,3/13/2021 22:57,IP Address,100,412,TRUE,3/13/2021 22:57,R_1OU0qHIqQFhrBy9,6388,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/13/2021,North America,Very Likely,Very Likely,Unsure,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly agree,No,Female,Asian,"$150,000 or above",Liberal,Slightly Too Liow,Very knowledgeable,A Few Times a Week,Once a Week,6388,Treatment1
3/14/2021 3:58,3/14/2021 4:01,IP Address,100,185,TRUE,3/14/2021 4:01,R_1PZXjWcBzANR9qD,6043,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/14/2021,Asia,Very Likely,Very Likely,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Unsure,Disagree,Agree,Strongly Disagree,Unsure,Strongly Disagree,Strongly agree,Unsure,Agree,Unsure,Strongly agree,No,Male,Asian,"$150,000 or above",Liberal,Far Too Low,Moderately knowledgeable,Daily,Never or Rarely,6043,Treatment2
3/14/2021 13:07,3/14/2021 13:11,IP Address,100,217,TRUE,3/14/2021 13:11,R_10w2mZ5nUOcrnKw,6056,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/14/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Yes,Female,"Latino or Hispanic,White","$60,000 to $89,999",Very Liberal,Too Low,Very knowledgeable,A Few Times a Week,A Few Times a Week,6056,Treatment1
3/14/2021 13:26,3/14/2021 13:46,IP Address,100,1213,TRUE,3/14/2021 13:46,R_qF4v1k21L6KYLC1,5376,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/14/2021,North America,Likely,Likely,Unsure,Disagree,Strongly agree,Unsure,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Unsure,Unsure,Agree,No,Female,Asian,"$20,000 to $39,999",Liberal,Too High,Moderately knowledgeable,Once a Week,A Few Times a Week,5376,Treatment2
3/14/2021 14:33,3/14/2021 14:37,IP Address,100,188,TRUE,3/14/2021 14:37,R_2TGiNIFaRDIo8Nn,5661,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/14/2021,North America,Very Likely,Likely,Unsure,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,Unsure,Strongly Disagree,Disagree,Unsure,Agree,Agree,Strongly agree,Yes,Male,"Asian,White","$60,000 to $89,999",Liberal,Slightly Too Liow,Slightly knowledgeable,Never or Rarely,Never or Rarely,5661,Treatment1
3/7/2021 16:23,3/7/2021 16:26,IP Address,95,177,FALSE,3/14/2021 17:26,R_2CCwvQtcSj8E9lS,5335,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/7/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Disagree,Unsure,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"Less than $20,000",Very Liberal,Far Too Low,Very knowledgeable,Once a Week,A Few Times a Week,5335,Treatment2
3/14/2021 21:36,3/14/2021 21:38,IP Address,100,141,TRUE,3/14/2021 21:38,R_cCmW2dXm0dakxPP,4518,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/14/2021,North America,Very Likely,Very Likely,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Strongly agree,Yes,Female,White,"$40,000 to $59,999",Liberal,Slightly Too High,Not knowledgeable at all,A Few Times a Month,A Few Times a Month,4518,Treatment2
3/14/2021 23:13,3/14/2021 23:26,IP Address,100,747,TRUE,3/14/2021 23:26,R_vdItKNFFNn0laNP,6011,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/14/2021,North America,Very Likely,Very Likely,Agree,Unsure,Agree,Unsure,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Unsure,Disagree,Agree,No,Male,White,"$90,000 to $149,999",Lean Conservative,Slightly Too Liow,Very knowledgeable,Once a Week,A Few Times a Month,6011,Treatment1
3/15/2021 0:14,3/15/2021 0:25,IP Address,100,691,TRUE,3/15/2021 0:25,R_wRDp6SSxaydByet,6229,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/14/2021,North America,Likely,Likely,Disagree,Strongly Disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Unsure,Disagree,Strongly agree,Yes,Female,Latino or Hispanic,"$90,000 to $149,999",Liberal,Too High,Very knowledgeable,A Few Times a Month,Once a Week,6229,Treatment2
3/15/2021 6:28,3/15/2021 6:34,IP Address,100,357,TRUE,3/15/2021 6:34,R_2WM5yyP4T0zNcCR,6251,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,Asia,Very Likely,Neither Unlikely Nor Likely,Strongly Disagree,Unsure,Unsure,Disagree,Agree,Agree,Unsure,Agree,Disagree,Agree,Agree,Strongly agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,No,Male,Asian,"$90,000 to $149,999",Centrist/Moderate,Just About Right,Slightly knowledgeable,Daily,Once a Week,6251,Treatment2
3/15/2021 11:37,3/15/2021 11:42,IP Address,100,266,TRUE,3/15/2021 11:42,R_1DtIqY4GuAezrqm,4656,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Likely,Likely,Agree,Unsure,Unsure,Strongly Disagree,Strongly agree,Unsure,,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Yes,Female,Asian,"$20,000 to $39,999",Liberal,Slightly Too Liow,Moderately knowledgeable,Once a Week,A Few Times a Month,4656,Treatment2
3/15/2021 13:03,3/15/2021 13:07,IP Address,100,261,TRUE,3/15/2021 13:07,R_24OEvq67iukMJzK,5242,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,South America,Very Likely,Likely,Agree,Unsure,Agree,Agree,Strongly agree,Strongly agree,Disagree,Unsure,Strongly agree,Strongly agree,Disagree,Disagree,Strongly Disagree,Strongly agree,Disagree,Strongly agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Liberal,Too High,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,5242,Treatment1
3/15/2021 13:10,3/15/2021 13:14,IP Address,100,211,TRUE,3/15/2021 13:14,R_2fwJJygGuMCiXom,5306,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Very Likely,Very Likely,Disagree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Unsure,Disagree,Strongly agree,Yes,Female,White,"Less than $20,000",Very Liberal,Just About Right,Moderately knowledgeable,Once a Month,Once a Week,5306,Treatment2
3/15/2021 14:34,3/15/2021 14:39,IP Address,100,272,TRUE,3/15/2021 14:39,R_1DUA1pwaGEPBtOz,6119,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Strongly Disagree,Unsure,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Unsure,Agree,Strongly agree,Strongly Disagree,Unsure,Disagree,Unsure,Disagree,Yes,Male,White,"$60,000 to $89,999",Conservative,Far Too High,Very knowledgeable,Once a Week,A Few Times a Month,6119,Treatment1
3/15/2021 14:36,3/15/2021 14:39,IP Address,100,149,TRUE,3/15/2021 14:39,R_vIUa785DcZRCkcV,6387,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Likely,Likely,Unsure,Agree,Unsure,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Unsure,Disagree,Agree,Disagree,Agree,Agree,Yes,Male,White,"$90,000 to $149,999",Centrist/Moderate,Slightly Too High,Moderately knowledgeable,A Few Times a Month,Never or Rarely,6387,Treatment1
3/15/2021 15:52,3/15/2021 16:00,IP Address,100,459,TRUE,3/15/2021 16:00,R_Cad2J63jzuAPILT,2565,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Very Likely,Very Likely,Agree,Unsure,Agree,Agree,Strongly agree,Unsure,Strongly agree,Agree,Unsure,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Yes,Male,White,"$20,000 to $39,999",Lean LIberal,Too Low,Moderately knowledgeable,Once a Week,Once a Week,2565,Treatment2
3/15/2021 15:57,3/15/2021 16:03,IP Address,100,321,TRUE,3/15/2021 16:03,R_25KqnwY9HyrOjKm,6242,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Likely,Likely,Agree,Unsure,Agree,Agree,Agree,Strongly agree,Agree,Agree,Unsure,Strongly agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Yes,Male,White,,Lean LIberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6242,Treatment2
3/15/2021 16:31,3/15/2021 16:33,IP Address,100,150,TRUE,3/15/2021 16:33,R_240LzEnXK9VWqFb,6212,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Very Likely,Very Likely,Strongly Disagree,Unsure,Agree,Agree,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Liberal,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6212,Treatment1
3/15/2021 16:36,3/15/2021 16:40,IP Address,100,226,TRUE,3/15/2021 16:40,R_3xa9KcMTdYqc77z,5885,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Very Likely,Very Likely,Agree,Unsure,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Yes,Female,White,"$60,000 to $89,999",Lean LIberal,Too Low,Moderately knowledgeable,A Few Times a Week,Once a Month,5885,Treatment1
3/15/2021 16:42,3/15/2021 16:45,IP Address,100,220,TRUE,3/15/2021 16:45,R_1fggsrAggXkEcKu,6167,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Likely,Likely,Strongly Disagree,Strongly Disagree,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Unsure,Strongly Disagree,Unsure,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,"Latino or Hispanic,White","$40,000 to $59,999",Very Liberal,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6167,Treatment2
